# Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs,Pointings,RA_pointing,DEC_pointing,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC,,SNX,SNY,GALX,GALY,,RA_SN,DEC_SN,RA_GAL,DEC_GAL,SN_name
NGC5917,0.006351,NGC5917,SN1990Q,II,54809,PGC054809/NGC5917/MCG-01-39-002/IRAS15188-0711/HIPASSJ1521-07/ARP254/2MASXJ15213256-0722376,G,15.3145296,-7.1982956,B151852.3-071154,15.3590645,-7.377059,J152132.6-072237,354.876313,39.8989114,136.0776244,32.3348436,0,Sb,,,M,,3.1,0.7,1225,56,205,38,90.0,,,,,13.81,0.5,,,12.04,87,10743,148,,,74.76,4.13,,,,,,,13573,234,11716,1930.0,6.3,1903.3,20.8,1927.8,6.7,418,304,53.88,0.03,1256,13073,,,23331,92.55,5.2,13545,472,1879.5,1923.3,2024.4,2101.7,32341,536,,,32341,536,-19268,733,1.0,15:21:33,-7:22:40,HK,15:21:32.63,-07:22:37.41,5.51699999988,11.4124,,104,232,153,176,,15:21:33.230,-7:22:26.50,15:21:32.55,-7:22:37.52,SN1990Q
SN1991bj,0.01815,IC0344,SN1991bj,Ia,13568,PGC013568/MCG-01-10-020/IC0344/AGC430418/2MASXJ03412959-0439568,G,3.650109,-4.8252296,B033900.4-044931,3.6915528,-4.6657778,J034129.6-043957,191.6315305,-43.7045424,304.1642416,-41.2446235,0,SBbc,B,,,,4.0,0.8,948,0.05,277,33,42.49,,,,,14.92,0.5,,,13517,73,12142,183,,,116.0,5.47,,,,,,,16194,266,,5422.7,7.3,5439.9,6.0,5432.9,6.8,223,444,60.66,0.03,958,14218,,,22.9,133.07,6.34,16.16,1942,5414.0,5387.9,5272.0,5296.3,34421,206,,,34421,206,-20203,541,1.0,3:41:29.62,-4:39:56.57,JL,03:41:29.59,-04:39:056.8,13.1988,7.30008,,,,,,,03:41:30.47,-04:39:49.5,,,SN1991bj
NGC7742,0.005547,NGC7742,SN1993R/SN2014cy,Ia,72260,UGC12760/PGC072260/NGC7742/MCG+02-60-010/KUG2341+104/IRAS23417+1029/HIPASSJ2344+10/CGCG432-023/AGC012760/2MASXJ23441571+1046015,G,23.6952425,10.4894529,B234142.9+102922,23.7376972,10.7670833,J234415.7+104601,97.4326963,-48.7503514,302.4896522,19.7506348,0,Sb,,R,,,2.8,0.7,1232,39,18,42,,20191,306,12306,47,12286,47,11576,47,10649,109,8657,36,65,775,32.43,0.77,,,80.86,7.28,,,15.08,92,11867,1653.0,4.6,1614.2,43.0,1652.6,4.3,239,26,16.8,0.02,1254,12009,-32,0.64,22155,112.22,4.93,15058,3.05,1876.4,1798.2,1688.4,1287.0,31968,643,,,31968,643,-19959,644,1.0,23:44:16,10:46:02,SV,23:44:15.71,10:46:001.5,4.35120000027,7.50012,,,,,,,23:44:16,10:46:09,,,SN1993R/SN2014cy
NGC4526,0.002056,NGC4526,SN1994D,Ia,41772,VCC1535/UGC07718/SDSSJ123402.98+074157.5/SDSSJ123402.98+074157.4/PGC041772/NGC4526/MCG+01-32-100/LGG288:[G93]012/IRAS12315+0758/EVCC0884/CGCG042-155/AGC007718/2MASXJ12340302+0741569,G,12.5251562,7.9748034,B123130.6+075829,12.567503,7.6992614,J123403.0+074157,290.1592399,70.1386088,107.6101148,-2.9162617,0,S0,B,,,,-1.9,0.4,1842,18,449,39,138.0,,,12574,53,10553,88,9593,88,10.11,1472,6481,46,555,975,150.41,8.55,246.0,6.0,224.41,9.4,268,0.0080,19068,242,11012,560.0,4.9,591.8,3.5,580.9,10.9,96,0.0,90.0,0.83,1835,10448,465,0.89,23435,150.41,,18242,7794,457.9,514.6,665.4,915.7,30067,1631,30928,31,30928,31,-20.48,94,1.0,12:34:02.37,+07:42:04.7,P97,12:34:03.01,07:41:57.34,-15.1620000001,7.65896,,,,,,,12:34:02,7:42:05,,,SN1994D
NGC5584,0.005464,NGC5584,SN1996aq,Ic,51344,[FN2007]1771/UGC09201/SDSSJ142223.77-002315.5/SDSSJ142223.76-002315.7/SDSSJ142223.76-002315.5/SDSSJ142223.75-002315.7/PGC051344/NIBLES2117/NGC5584/MCG+00-37-001/KIG0626/IRAS14198-0009/HIPEQJ1422-00/HIPASSJ1422-00/GAMAJ142223.76-002315.6/GAMA063349/CGCG019-008/2MIG1973/2MASXJ14222381-0023148,G,14.3305052,-0.1603571,B141949.8-000937,14.3732703,-0.3876275,J142223.8-002315,345.1141861,54.8559094,123.0419439,20.8766843,0,SABc,B,,,,5.9,0.3,1496,21,126,23,153.84,,,14394,251,12774,665,,,11921,0.59,11998,318,,,84.08,1.84,,,,,,,14035,97,12117,1638.0,2.7,1654.9,1.6,1650.3,5.4,0.17,223,42.41,0.02,1507,12374,,,23747,124.69,2.88,14013,1639,1576.6,1626.8,1757.6,1897.8,32067,617,32252,34,32252,34,-19878,666,1.0,14:22:23.83,-00:23:14.38,arx,14:22:23.77,-00:23:15.46,-15.6462,-9.53,,,,,,,14:22:22.73,-00:23:24.3,,,SN1996aq
ESO097013,,ESO097-013,SN1996cr,IIn,50779,[RC2]A1409-65/[PDS2002]1589/ZOAG311.33-03.81/WKK3050/PGC2800409/PGC050779/MRC1409-651/IRAS14092-6506/HIZOAJ1413-65/HIPASSJ1413-65/GLXYG311.4-03.8+429/ESOLV0970130/ESO097-013/CIRCINUS/2MIG1950/2MASXJ14130990-6520204,G,14.1549139,-65.1050755,B140917.7-650618,14.2194169,-65.3391521,J141309.9-652021,311.3259115,-3.807892,183.1405509,-6.4152479,0,Sb,,,,,3.3,1.2,1942,22,311,44,36.1,22897,1269,12789,341,12019,341,10559,341,8.21,81,5385,171,855,1.49,113.52,2.99,,,148.89,17.72,,,9435,146,7295,436.8,3.3,401.1,17.4,435.5,5.2,2.3,462,64.3,0.04,2145,9254,177,916,24944,125.98,3.39,9397,142,190.2,267.1,229.9,583.5,,,28.12,0.36,28.12,0.36,-18866,496,1.0,14:13:10.07,-65:20:20.31,arx,14:13:009.9,-65:20:20.95,1.78739999999,-23.65244,,,,,,,14:13:10.02,-65:20:44.6,,,SN1996cr
NGC3451,0.00445,NGC3451,SN1997dn,II,32754,UGC06023/SDSSJ105420.62+271416.4/PGC032754/NIBLES1126/NGC3451/MCG+05-26-028/LGG227:[G93]004/IRAS10516+2730/CGCG155-035/AGC006023/2MASXJ10542085+2714227,G,10.860335,27.5064472,B105137.2+273023,10.905813,27.2399047,J105420.9+271424,205.8880059,64.0211465,80.2990142,-17.8288434,0,Sc,B,,,,6.5,0.9,1229,57,317,46,49.72,,,14645,0.0050,13501,312,,,12707,83,10258,71,,,105.73,2.48,,,,,,,15046,0.19,12561,1333.3,3.3,1331.6,27.6,1333.2,2.3,94,564,62.73,0.04,1225,12836,,,22757,118.95,2.86,15.01,2174,1259.7,1291.6,1443.1,1638.6,31639,752,32215,262,32153,247,-19316,398,1.0,10:54:21,27:14:21,HK,10:54:20.93,27:14:23.66,-28.9020,-16.65692,,276,98,149,175,,10:54:18.95,27:14:7.30,10:54:20.859,27:14:22.76,SN1997dn
NGC4691,0.003703,NGC4691,SN1997X,Ib,43238,UGCA299/SDSSJ124813.91-031959.9/SDSSJ124813.66-031958.3/SDSSJ124813.65-031958.2/SDSSJ124813.62-031957.7/PGC043238/NIBLES1731/NGC4691/MCG+00-33-013/IRAS12456-0303/HIPASSJ1247-03/EVCC1170/CGCG015-023/2MASXJ12481367-0319585,G,12.7608744,-3.0602363,B124539.1-030337,12.8037965,-3.3328201,J124813.7-031958,301.3518551,59.5290769,119.2019502,-2.5334348,0,S0-a,B,,M,,0.3,0.9,1482,28,91,21,28.0,20478,383,12883,95,11515,88,10935,88,10471,0.57,8563,39,-275,0.44,27.63,1.52,,,,,,,15843,149,10291,1124.1,5.6,1126.1,1.9,1125.9,1.3,119,58,38.68,0.02,1.49,11321,-97,525,22591,44.2,2.51,15821,4.5,966.3,1033.9,1167.0,1463.1,31181,0.93,,,31181,0.93,-19.86,934,1.0,12:48:16,-3:20:22,HK,12:48:13.67,-03:19:58.15,4.98900000009,-0.847639999998,,248,260,299,264,,12:48:14,-03:19:59,,,SN1997X
ESO184-G082,0.00867,ESO184-G082,SN1998bw,II,63387,PGC063387/ESOLV1840820/ESO184-082/2MASXJ19350441-5250380,G,19.5192943,-52.9539386,B193109.5-525714,19.5845583,-52.8438889,J193504.4-525038,344.9960725,-27.7194951,212.9055954,20.9028684,0,SBbc,B,,,,4.1,2.6,915,45,0.07,24,149.84,22562,309,,,15.18,0.2,,,13.91,77,12849,129,,,,,,,,,,,,,,,,2548.0,60.0,2548.0,60.0,254,116,32.56,0.02,936,14794,,,23364,,,,,2472.0,2499.3,2406.5,2453.4,32734,454,,,32734,454,-17.94,496,1.0,19:35:05,-52:50:40,HK,19:35:04.41,-52:50:038.0,-21.1482,-7.99996,,209,118,159,159,,19:35:3.170,-52:50:46.10,19:35:4.416,-52:50:38.04,SN1998bw
NGC4900,0.003201,NGC4900,SN1999br,IIP,44797,UGC08116/SDSSJ130039.25+023002.6/SDSSJ130039.11+023005.1/PGC044797/NIBLES1778/NGC4900/MCG+01-33-035/LGG315:[G93]009/IRAS12581+0246/IRAS12580+0246/HIPEQJ1300+02b/HIPASSJ1300+02B/EVCC1281/CGCG043-093/AGC008116/2MASXJ13003914+0230052,G,12.9683947,2.7701628,B125806.2+024613,13.0108874,2.5010616,J130039.2+023004,308.4415743,65.2741682,114.4229076,2.0325216,0,Sc,B,,M,,5.1,0.5,1328,31,23,25,,21445,261,13576,68,11894,92,11364,92,11375,426,8677,68,-0.11,0.61,36.39,1.17,,,58.4,8.97,,,14.49,87,11194,963.8,2.9,964.5,2.1,964.3,1.2,102,0.04,18.98,0.02,1337,11746,,495,22231,111.87,4.57,14469,2723,836.8,897.0,1040.9,1288.6,30951,1042,,,30951,1042,-19205,1046,3.0,13:00:37/13:00:39/13:00:41,2:29:36/2:30:33/2:29:36,HK,13:00:39.19,02:30:03.82,42.0804000001,-17.82176,,78,198,277,295,,13:00:42,02:29:46,,,SN1999br
IC5179,0.011415,IC5179,SN1999ee/SN1999ex,Ia,68455,PGC132542/PGC068455/MCG-06-48-031/IRAS22132-3705/IC5184/IC5183/IC5179/ESOLV4050050/ESO405-005/DUKST405-001/AGC035221/6dFJ2216091-365037/2MASXJ22160908-3650375,G,22.2202938,-37.0932106,B221313.1-370536,22.269206,-36.8436333,J221609.1-365037,6.5023809,-55.9273302,247.1502256,19.2633979,0,Sbc,,,,,4.0,0.2,1006,44,294,21,61.31,21257,394,12613,134,12613,134,12033,134,10735,36,8638,29,55,665,192.11,3.13,,,,,,,15.15,92,9894,3416.1,3.8,3400.1,7.8,3413.1,5.0,87,0.47,62.23,0.04,1002,12035,-0.07,482,20855,217.13,3.61,15114,3079,3442.1,3427.0,3282.7,3154.3,33385,331,33349,15,33349,15,-21314,135,1.0,22:16:09.21,-36:50:38.02,arx,22:16:09.14,-36:50:37.08,12.8759999998,-2.62012,,,,,,,22:16:10.00,-36:50:39.7,,,SN1999ee/SN1999ex
HUDF09-2-03,,HUDF09-2-03,SN1999gu,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3:33:01.25,-27:51:38.90,arx,03:33:00.15,-27:51:40.1,0.0,0.0,,,,,,,03:33:00.15,-27:51:40.1,,,SN1999gu
IC1158,0.006428,IC1158,SN2000cb,II-87A,56723,UGC10133/PGC056723/MCG+00-41-002/IRAS15590+0150/IC1158/HIPEQJ1601+01a/HIPASSJ1601+01/CGCG023-008/AGC010133/2MASXJ16013407+0142281,G,15.9839109,1.8466981,B155902.1+015048,16.0261278,1.7078226,J160134.1+014228,12.0557813,37.8951963,130.2104771,45.0424608,1,SABc,B,R,,,5.1,0.8,1276,38,302,24,134.29,,,,,13839,0.12,13089,0.12,11934,127,10351,209,,0.71,107.07,2.43,,,,,,,15186,124,13687,1926.3,2.8,1927.0,5.2,1926.5,1.7,493,515,62.17,0.04,1.31,12.82,,569,23381,121.07,2.78,15.15,2.33,1952.1,1976.0,2078.7,2035.6,32426,522,32125,283,32193,249,-19373,276,2.0,16:01:33/16:01:31,1:42:40/1:43:16,SV,16:01:34.06,01:42:28.16,-30.9012000001,-5.16136,,,,,,,16:01:32,01:42:23,,,SN2000cb
NGC3318,0.009255,NGC3318,SN2000cl,II,31533,PGC031533/NGC3318/MCG-07-22-026/LGG199:[G93]008/IRAS10350-4122/HIPASSJ1037-41/ESOLV3170520/ESO317-052/AGC027358/6dFJ1037155-413739/2MASXJ10371552-4137395,G,10.5841431,-41.3675268,B103502.9-412203,10.620976,-41.6275552,J103715.5-413739,277.6690693,14.5692635,156.8701668,-35.9296593,0,Sbc,B,,,,3.6,0.9,1401,23,267,25,82.29,21.62,462,12306,179,12326,179,11726,179,10999,55,8969,64,45,675,171.92,2.71,,,,,,,14.25,123,11232,2773.7,3.2,2813.5,33.1,2774.0,3.5,335,414,60.01,0.03,1422,11558,-124,454,22605,198.5,3.22,14217,2659,2464.4,2554.4,2570.3,3075.1,32873,422,32643,284,32714,235,-21156,296,1.0,10:37:18,-41:37:32,HK,10:37:15.51,-41:37:039.2,7.2960000001,-8.80128,,256,79,287,120,,10:37:16,-41:37:48,,,SN2000cl
NGC6754,0.010864,NGC6754,SN2000do/SN2005cu/SN1998dq/SN1998X,Ia,62871,PGC062871/NGC6754/IRAS19075-5043/ESOLV2310250/ESO231-025/2MASXJ19112575-5038319,G,19.1261357,-50.7253455,B190734.1-504331,19.1904861,-50.6421944,J191125.7-503832,346.5515175,-23.686655,209.2874879,23.5510245,0,Sb,B,,,,3.1,0.6,1306,34,271,33,76.95,21.93,365,,,12894,66,12104,66,11.1,44,8923,94,,0.81,200.0,3.25,,,,,,,14873,201,11.6,3236.0,6.5,3325.0,24.0,3242.1,16.5,303,399,60.77,0.03,1324,12168,,0.65,22712,229.18,3.84,14839,2671,3169.2,3197.9,3116.1,3160.1,33275,348,32.9,0.09,32923,187,-20756,199,2.0,19:11:23/19:11:29,-50:38:32/-50:38:32,SV,19:11:25.75,-50:38:031.9,3.75059999994,6.89984000001,,,,,,,19:11:26,-50:38:25,,,SN2000do/SN2005cu/SN1998dq/SN1998X
IC1481,0.020407,IC1481,SN2000ey,Ia,71070,UGC12505/PGC071070/IRAS23168+0537/IC1481/CGCG406-064/AGC012505/2MASXJ23192510+0554223,G,23.2812658,5.6324186,B231652.6+053757,23.3236389,5.9061944,J231925.1+055422,85.5659526,-50.1691737,295.8170842,24.569226,0,Sd,,,,,8.0,2.0,863,121,48,57,45.0,,,,,14473,318,14.4,0.1,,,10658,63,,,84.86,5.03,,,,,,,16948,0.42,12943,6068.0,8.5,6118.0,50.4,6069.4,8.4,332,88,29.28,0.02,892,14038,,,22429,173.52,11.9,16927,2888,6286.5,6212.6,6098.5,5699.6,34738,178,,,34738,178,-20.7,364,1.0,23:19:25.18,5:54:23.03,arx,23:19:025.1,05:54:022.3,1.4994000001,-1.19984,,,,,,,23:19:25.20,05:54:21.1,,,SN2000ey
NGC7469,0.016317,NGC7469,SN2000ft/SN2008ec,II,70348,UGC12332/PGC070348/NGC7469/MCG+01-58-025/KPG575A/IRAS23007+0836/CGCG405-026/ARP298:/AGC012332/2MASXJ23031567+0852252,G,23.0123357,8.6043856,B230044.4+083616,23.0543354,8.8739189,J230315.6+085226,83.0983607,-45.466675,297.9703356,29.1698563,0,Sa,B,,,,1.1,0.3,1139,32,56,32,126.0,18465,308,12497,84,12897,84,12594,378,,,8869,75,-0.66,0.49,165.72,6.85,,,130.09,6.28,,,16444,236,9695,4919.0,4.5,4857.6,11.6,4911.1,14.8,298,56,30.24,0.02,1165,12482,-448,494,22266,329.02,15.02,16422,3.94,5144.6,5068.4,4965.0,4541.5,34299,219,34252,45,34252,45,-21.77,95,1.0,23:03:16,08:52:26,SV,23:03:15.61,08:52:26.11,5.88840000007,-0.108039999999,,,,,,,23:03:16,08:52:26,,,SN2000ft/SN2008ec
NGC4965,0.007542,NGC4965,SN2000P,II,45437,UGCA326/PGC045437/NGC4965/MCG-05-31-036/LGG331:[G93]002/IRAS13044-2757/HIPASSJ1307-28/ESOLV4430700/ESO443-070/6dFJ1307094-281342/2MASXJ13070938-2813414,G,13.0737536,-27.9610836,B130425.5-275740,13.1192709,-28.228134,J130709.4-281341,307.1342641,34.5153646,144.4569244,-4.7698897,0,SABc,B,,,,6.7,0.9,1396,23,84,26,141.71,22582,309,,,12751,192,,,,,10532,133,,,77.36,2.23,,,,,,,14516,189,12474,2264.1,4.9,2228.1,39.2,2263.6,4.6,0.33,151,34.98,0.02,1424,12262,,,23304,134.93,4.18,14495,2233,2036.1,2119.6,2194.3,2568.0,32546,494,,,32546,494,-20284,0.53,1.0,13:07:11,-28:14:08,HK,13:07:09.38,-28:13:41.28,24.3714000001,-21.7176,,221,183,296,288,,13:07:11,-28:14:03,,,SN2000P
UGC10738,0.022386,UGC10738,SN2001cp,Ia,59769,UGC10738/RFGC3247/PGC059769/IRAS17086+0554/FGC2113/CGCG054-005/2MFGC13718/2MASXJ17110584+0551081,G,17.1440998,5.9125117,B170838.8+055445,17.1849502,5.8521138,J171105.8+055108,26.4997576,24.9515621,134.7327023,62.6812978,0,Sbc,,,,,4.1,0.3,1.08,44,0.53,28,49.22,,,,,15434,322,,,12872,64,10206,28,,,281.0,7.87,,,,,,,15813,91,13913,6719.2,4.3,6715.7,2.1,6716.4,2.0,686,819,78.8,0.09,1123,13885,,,23649,286.45,8.05,15728,1843,6821.0,6820.5,6896.6,6712.6,35016,157,35179,48,35165,82,-21.28,332,2.0,17:11:06.20/17:11:03.20,+05:51:16.0/+05:50:43.0,P97,17:11:05.82,05:51:07.61,-42.3108,-40.60968,,,,,,,17:11:03,5:50:27,,,SN2001cp
NGC7780,0.017183,NGC7780,SN2001da,Ia,72775,UGC12833/SDSSJ235332.15+080705.1/SDSSJ235332.15+080705.0/PGC072775/NGC7780/MCG+01-60-046/IRAS23509+0750/CGCG407-071/2MASXJ23533218+0807052,G,23.8496396,7.839838,B235058.7+075023,23.8922645,8.1180803,J235332.2+080705,99.1955446,-52.0649752,300.3395087,16.9076965,0,SABa,B,,,,2.0,0.4,996,97,264,57,0.1,23509,402,15702,126,14824,37,13914,37,12.92,228,10544,93,,,178.82,8.76,,,,,,,,,,5350.0,6.5,5214.0,1.9,5225.1,26.4,253,324,61.22,0.03,1009,14195,391,765,23166,204.02,10.19,,,5435.2,5359.5,5242.2,4861.2,34404,207,34414,0.04,34414,0.04,-20219,55,1.0,23:53:32.27,+08:07:06.0,P97,23:53:32.15,08:07:05.09,12.7170,-2.08908,,,,,,,23:53:33,8:07:03,,,SN2001da
NGC1448,0.003896,NGC1448,SN2001el,Ia,13727,PGC013727/NGC1457/NGC1448/MCG-07-08-005/LGG102:[G93]003/IRAS03428-4448/HIPASSJ0344-44/ESOLV2490160/ESO249-016/AGC022916/2MFGC03099/2MASXJ03443191-4438413,G,3.7147001,-44.800588,B034252.9-444802,3.7421792,-44.6445564,J034431.8-443840,251.5220234,-51.3941634,250.3257937,-40.6852619,0,Sc,,,,,6.0,0.3,1904,21,718,36,41.02,22249,622,11533,171,11377,93,10831,198,9747,59,7675,61,0.13,815,184.71,2.0,,,,,,,12558,114,10311,1167.3,2.9,1194.4,21.0,1167.8,3.3,61,1224,86.13,0.24,1881,10086,-117,565,23269,185.13,2.01,12319,2233,1002.0,1023.3,875.6,1102.2,30601,1239,31402,0.03,31402,0.03,-21316,98,1.0,03:44:30.48,-44:38:26.7,P97,03:44:31.85,-44:38:040.4,-39807.6768,181685.40304,,,,,,,3:00:18,5:49:25,,,SN2001el
NGC3512,0.00459,NGC3512,SN2001fv,II,33432,UGC06128/SDSSJ110402.94+280212.5/SDSSJ110402.94+280212.4/PGC033432/NIBLES1157/NGC3512/MCG+05-26-041/LGG227:[G93]006/IRAS11013+2818/CGCG155-051/AGC006128/2MASXJ11040298+2802125,G,11.0223165,28.3064846,B110120.3+281823,11.0674843,28.0367841,J110402.9+280212,204.4793174,66.2346891,80.6353661,-15.5602837,0,Sc,B,,M,,5.1,0.5,1201,34,67,27,140.89,22327,162,14521,174,13004,59,12294,59,12175,254,9668,39,,0.78,89.92,2.04,,,,,,,15407,124,12535,1372.0,2.9,1371.6,2.2,1371.7,1.3,122,116,31.71,0.02,1.21,12759,,661,22618,171.1,4.41,15386,2627,1305.0,1336.1,1490.8,1674.9,31697,728,,,31697,728,-18939,0.73,1.0,11:04:03,28:02:14,HK,11:04:02.988,28:02:12.59,0.847799999906,0.577240000017,,285,136,198,221,,11:04:1.66,28:01:55.7,11:04:2.954,28:02:12.39,SN2001fv
NGC5921,0.004937,NGC5921,SN2001X,IIP,54849,UGC09824/SDSSJ152156.48+050414.2/PGC054849/NGC5921/MCG+01-39-021/IRAS15194+0514/HIPASSJ1521+05/CGCG049-146/AGC009824/2MIG2093/2MASXJ15215656+0504139,G,15.3242616,5.2489215,B151927.3+051456,15.3656896,5.0706315,J152156.5+050414,8.125335,47.9385365,121.9034407,36.683946,0,Sbc,B,R,,,4.0,0.2,1.48,0.03,172,35,136.54,22422,325,14236,177,11681,104,11021,104,11099,211,8143,129,155,0.78,72.88,1.68,,,83.62,9.17,,,13941,0.11,11653,1479.9,2.5,1409.4,2.0,1437.0,24.4,173,278,49.45,0.02,1489,11221,-0.02,579,22509,95.91,2.33,13919,2698,1439.5,1470.2,1593.8,1601.5,31863,682,30.73,0.4,31.02,567,-19799,576,1.0,15:21:54,05:04:00,HK,15:21:56.48,05:04:14.27,-22.2384,-32.2734,,,,,,,15:21:55,05:03:42,,,SN2001X
NGC5468,0.009480,NGC5468,SN2002cr,Ia,50323,UGCA384/PGC050323/NGC5468/MCG-01-36-007/LGG374:[G93]003/IRAS14039-0512/HIPASSJ1406-05/2MASXJ14063487-0527113,G,14.0660869,-5.2151966,B140357.9-051255,14.1097011,-5.4530364,J140634.9-052711,334.8675976,52.696021,126.8745509,15.5852161,1,SABc,B,,,,6.0,0.3,1357,26,29,25,,21942,305,12825,0.2,12945,199,12455,199,11.1,77,10348,211,,,54.46,1.23,,,,,,,13944,161,11457,2842.7,3.2,2838.7,10.6,2842.4,2.3,107,51,20.96,0.02,1366,12775,-155,441,23414,152.22,4.53,13923,1148,2734.8,2793.2,2917.3,3110.8,33129,372,33403,25,33403,25,-20628,201,1.0,14:06:37.66,-05:26:20.9,P97,14:06:34.92,-05:27:10.93,46.1405999999,48.93104,,,,,,,14:06:38,-5:26:22,,,SN2002cr
SN2002cx,0.02396,CGCG044-035,SN2002cx,Iax,45981,SDSSJ131349.24+065745.7/SDSSJ131349.24+065745.6/PGC045981/CGCG044-035/AGC231301/2MASXJ13134923+0657451,G,13.1883539,7.2272102,B131118.1+071338,13.2303467,6.9626618,J131349.2+065746,318.708607,69.1459604,110.9841546,6.3807805,0,Sc,,,,,5.2,3.0,0.85,66,0.25,28,146.75,,,17087,0.02,15675,499,,,15106,78,13415,205,,,109.68,8.15,,,,,,,17132,297,,7185.0,6.2,7178.5,3.8,7180.3,3.0,0.14,429,57.51,0.03,853,15068,,,23185,130.03,9.72,17101,2033,7081.3,7134.7,7285.6,7488.9,35131,149,36075,32,36075,32,-21007,0.5,1.0,13:13:49.36,6:57:43.94,JL,13:13:49.25,06:57:45.58,7.07820000014,-13.68248,,,,,,,13:13:49.72,06:57:31.9,,,SN2002cx
NGC6962,0.014326,NGC6962,SN2002ha,Ia,65375,UGC11628/SDSSJ204719.07+001915.0/SDSSJ204719.06+001914.9/SDSSJ204719.06+001914.8/PGC065375/NGC6962/MCG+00-53-003/KPG548A/IRAS20447+0008/CGCG374-015/2MASXJ20471908+0019150,G,20.7459701,0.1363068,B204445.5+000811,20.7886314,0.3208274,J204719.1+001915,47.4062194,-25.3727812,270.0622913,58.3071992,0,SABa,B,R,M,,1.7,0.6,1432,25,131,23,68.17,,,15281,139,13007,89,12109,79,11376,375,8789,31,0.56,1.03,224.74,7.99,150.0,20.0,234.43,9.05,,,14423,133,,4215.7,5.1,4200.3,1.5,4201.5,3.0,442,157,44.96,0.02,1469,12367,269,703,23726,318.05,11.66,14401,2035,4410.2,4358.3,4298.1,3904.2,33972,252,33.65,0.03,33.65,0.03,-21283,94,1.0,20:47:18.65,+00:18:46.6,P97,20:47:19.07,00:19:14.98,-1.09559999989,-28.97864,,,,,,,20:47:19,0:18:46,,,SN2002ha
NGC7253B,0.014000,NGC7253B,SN2002jg,Ia,68573,VV242:/UGC11985/PGC068573/NGC7253B/NGC7253:/MCG+05-52-011/KPG566B/IRAS22171+2908/CGCG494-014:/ARP278:/AGC011985,G,22.2868259,29.1364412,B221712.6+290811,22.3250791,29.3878831,J221930.3+292316,87.3637467,-22.7959684,322.0042209,41.2488194,1,Sc,,,M,,6.3,2.3,1107,42,463,27,67.5,,,,,13.95,572,,,,,,,,,110.3,4.75,,,,,,,15159,0.28,,4495.0,4.9,4493.0,22.5,4494.9,3.4,287,813,72.38,0.06,1115,12.83,,,22319,115.73,5.0,15104,2274,4792.6,4706.2,4664.7,4161.2,34151,233,,,34151,233,-21321,618,1.0,22:19:31.28,+29:23:23.0,P97,22:19:30.28,29:23:16.38,-19.2714000003,-11.37916,,,,,,,22:19:29,29:23:05,,,SN2002jg
NGC7771,0.015903,NGC7771,SN2003hg,IIP,72638,UGC12815/PGC072638/NGC7771/MCG+03-60-035/LGG483:[G93]002/KUG2348+198C/KPG592B/KAZ348/IRAS23488+1950/IRAS23488+1949/CGCG455-058/2MASXJ23512488+2006425,G,23.8145022,19.8338285,B234852.2+195002,23.8569251,20.1119531,J235124.9+200643,104.2638712,-40.5739014,312.5910265,19.9224621,0,Sa,B,,M,,1.1,0.3,1399,28,304,23,68.0,,,13276,168,12936,168,12106,168,,,8371,32,,,268.98,10.64,,,,,,,15047,104,9917,4291.0,5.6,4311.6,36.1,4291.5,4.5,318,269,66.7,0.04,1417,12296,236,665,23341,292.87,11.67,15004,2709,4540.7,4456.0,4366.6,3936.4,34013,248,,,34013,248,-21718,0.3,1.0,23:51:24.06,+20:06:37.3,P97,23:51:24.93,20:06:43.03,-13.9554,-5.03116,,,,,,,23:51:24,20:06:38,,,SN2003hg
GRB031203,,GRB031203,SN2003lw,Ic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8:02:31.28,-39:50:46.39,arx,08:02:30.16,-39:51:03.7,0.0,0.0,,,,,,,08:02:30.16,-39:51:03.7,,,SN2003lw
